"EstablishmentCode","EstablishmentName","IsLibraryAvailable","AvailableBooksCount","IsFireExtgAvailable","ExtinguisherCount","HOIRoomAvailable","IsStaffRoomAvailable","NoofStaffRoom","IsLockerForStaffAvailable","IsSportsStoreRoomAvailable"
"S0630","TINGMOO BIRING GOVERNMENT PRIMARY SCHOOL","Available","27","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0628","TINGMOO GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0429","TINGRITHANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Not Available","Available","1","Not Available","Not Available"
"S0340","TINGTING GAON GOVERNMENT PRIMARY SCHOOL","Available","40","Available","2","Available","Available","1","Not Available","Not Available"
"S0020","TINGVONG GOVERNMENT SECONDARY SCHOOL","Available","798","Available","6","Available","Available","1","Available","Available"
"S0453","TINIK CHISOPANI GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0499","TINKHARKA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0482","TINTEK CHUBA GOVERNMENT PRIMARY SCHOOL","Available","57","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0649","TINTEK MARCHAK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0478","TINTEK SARASWATI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0927","TINY KIDS ACADEMY, CHANDMARI","Available","200","Available","2","Not Available","Not Available","0","Not Available","Available"
"S0955","TINY PEARLS SCHOOL, 6TH MILE TADONG","Not Available","0","Available","1","Available","Available","1","Available","Available"
"S0923","TINY PEARLS SCHOOL, RANIPOOL","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0828","TINY TOTS SCHOOL , KAZITAR NAMCHI","Available","200","Available","1","Available","Available","1","Not Available","Not Available"
"S0928","TINY TOTS SCHOOL, RANGPO","Available","400","Not Available","0","Available","Available","1","Not Available","Available"
"S0417","TINZIR GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Not Available","Available","1","Not Available","Not Available"
"S0540","TINZIRING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Available"
"S0890","TISTA MODEL ACADEMY, LOWER SAMDONG","Available","200","Available","1","Not Available","Available","1","Not Available","Available"
"S0764","TITRIBOTEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0696","TOKCHI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0660","TOKDEY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Available","Available","1","Available","Not Available"
"S0538","TOPUNG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S1380","TOUCHWOOD KIDS ACADEMY, PHEWAK BUSTY","Available","150","Available","1","Available","Available","1","Not Available","Not Available"
"S0293","TOYANG GOVERNMENT PRIMARY SCHOOL","Available","8","Available","1","Available","Available","1","Not Available","Not Available"
"S0148","TRIKUTAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S1124","TRINITY SCHOOL, SRIBADAM","Available","1000","Available","1","Not Available","Available","1","Not Available","Available"
"S0900","TRUE LIGHT ACADEMY, KHAMDONG","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0542","TSONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Available"
"S0468","TUMIN BARANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0465","TUMIN DHANBARI GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0464","TUMIN GOVERNMENT SECONDARY SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Available"
"S0479","TUMIN NAMRANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Not Available","Available","1","Not Available","Not Available"
"S0239","TUMLABONG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0006","TUMLONG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0393","TURUK GOVERNMENT SECONDARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1167","TURUK PRASANSHA ENGLISH SCHOOL, TURUK","Not Available","0","Available","1","Available","Available","1","Available","Available"
"S1135","UNITED ACADEMY, DARAMDIN","Available","1050","Available","2","Available","Available","2","Available","Available"
"S1469","UNIVERSAL ACADEMY","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0277","UPPER BHALUTHANG GOVERNMENT PRIMARY SCHOOL","Available","30","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0738","UPPER CHUCHEN GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0544","UPPER GERETHANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0420","UPPER JAUBARI GOVERNMENT JUNIOR HIGH SCHOOL","Available","100","Available","4","Available","Available","1","Not Available","Not Available"
"S0493","UPPER KADAMTAM GOVERNMENT PRIMARY SCHOOL","Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0526","UPPER KAMLING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0346","UPPER KENGBARI GOVERNMENT PRIMARY SCHOOL","Available","120","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0189","UPPER KHAMDONG GOVERNMENT PRIMARY SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0174","UPPER LINGCHEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0567","UPPER LINGMOO GOVERNMENT JUNIOR HIGH SCHOOL","Available","30","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0373","UPPER MANGNAM GOVERNMENT PRIMARY SCHOOL","Available","20","Available","2","Not Available","Available","1","Not Available","Available"
"S0054","UPPER MANGSHILA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0375","UPPER MARTAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0560","UPPER NEH GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0131","UPPER PACHAK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0358","UPPER PAKKIGAON GOVERNMENT PRIMARY SCHOOL","Available","21","Available","2","Available","Available","1","Not Available","Not Available"
"S0643","UPPER RAYONG GOVERNMENT PRIMARY SCHOOL","Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0570","UPPER SATAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0211","UPPER SUMIN GOVERNMENT JUNIOR HIGH SCHOOL","Available","150","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0213","UPPER SYARI GOVERNMENT JUNIOR HIGH SCHOOL","Available","200","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0624","UPPER TANAK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0574","UPPER YANGYANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0332","UTTAREY GOVERNMENT SECONDARY SCHOOL","Available","200","Available","5","Available","Available","1","Not Available","Available"
"S0407","VCGL RAVANGLA GOVERNMENT SENIOR SECONDARY SCHOOL","Available","0","Available","6","Available","Available","2","Available","Available"
"S0877","VENUS ACADEMY, BENGTHANG","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0878","VENUS ACADEMY, RORATHANG BAZAR","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1140","VICTORY ACADEMY, NANDUGAON","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S1211","VICTORY EDUCATIONAL INS., SINGITHANG","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1127","VIDHYA BHARATI, MOONEW","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1394","VIDHYA NARAAN ACADEMY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1066","VIDHYA SAGAR JUNIOR HIGH SCHOOL, SAKYONG","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0867","VIDHYA SAGAR SCHOOL, SINGTAM","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S1181","VIDYA ACADEMY, TEMI","Not Available","0","Available","1","Not Available","Available","1","Available","Not Available"
"S0916","VIDYA BHARATI SCHOOL, RONGLI","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"S1156","VIDYA BHARATI, RHENOCK NEAR BDO OFFICE","Not Available","0","Not Available","0","Not Available","Available","1","Available","Not Available"
"S1117","VIDYA SAGAR ACADEMY, LEGSHIP","Available","15","Available","1","Not Available","Available","1","Not Available","Available"
"S1044","VIDYA SAGAR GYANPETH, TATHANG","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S1253","VINEYARD ACADEMY, GITANG","Available","20","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S1234","VISION ACADEMY, DARAP","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0815","VISION ACADEMY, SALGHARI","Not Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S0026","VOONG GOVERNMENT PRIMARY SCHOOL (SSA)","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S1023","WEST POINT ACADEMY, KALUK","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0508","WEST POINT GOVERNMENT SENIOR SECONDARY SCHOOL","Available","500","Available","5","Available","Available","2","Available","Not Available"
"S1227","WESTERN MODERN ENGLISH SCHOOL(JHS), DARAP","Not Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S1069","WESTERN MODERN JUNIOR HIGH SCHOOL, UTTAREY","Not Available","0","Available","0","Not Available","Available","1","Available","Not Available"
"S1029","WISDOM ACADEMY, SREEBADAM","Available","180","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0853","WISDOM LAKE ACADEMY, SAMSING PAKYONG","Not Available","0","Available","1","Not Available","Available","6","Not Available","Not Available"
"S1445","WISDOM VALLEY ACADEMY","Available","40","Available","1","Available","Not Available","0","Not Available","Not Available"
"C1492","WOMEN ARTS COLLEGE, KHAMDONG, EAST SIKKIM","Not Available","0","Available","1","Available","Available","1","Not Available","Available"
"S1030","WOODSTOCK HIGH SCHOOL, SOMBARIA","Available","1050","Available","2","Not Available","Available","1","Not Available","Available"
"S1157","WRENS PUBLIC SCHOOL, ARITHANG","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0207","YALLI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0566","YANGANG GOVERNMENT SENIOR SECONDARY SCHOOL","Available","550","Available","2","Available","Available","2","Not Available","Not Available"
"S0715","YANGSUM GOVERNMENT SECONDARY SCHOOL","Available","314","Available","5","Available","Not Available","0","Not Available","Not Available"
"S0288","YANGTEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0555","YUKSOM GOVERNMENT SENIOR SECONDARY SCHOOL","Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0723","ZEEL GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0990","ZENITH PUBLIC SCHOOL","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0138","ZINGLA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0185","ZITLANG GOVERNMENT JUNIOR HIGH SCHOOL","Available","0","Available","5","Not Available","Available","1","Not Available","Not Available"
"S0267","ZOOM GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","6","Available","Available","1","Available","Not Available"
